timestamp,banco,cambio,monto,compras
2026-06-29,banco_bisa,9.72166,3957090,85
2026-06-29,banco_de_credito,9.4557,21481,15
2026-06-29,banco_de_la_nacion_argentina,9.7,7425,1
2026-06-29,banco_economico,9.77153,5194132,11
2026-06-29,banco_fortaleza,9.82,400000,1
2026-06-29,banco_ganadero,9.77603,3046253,147
2026-06-29,banco_mercantil_santa_cruz,9.63959,3150669,22
2026-06-29,banco_nacional_de_bolivia,9.7495,1440469,2
2026-06-29,banco_solidario,9.62726,105300,4
2026-06-29,banco_union,9.05,650,2
2026-06-30,banco_bisa,9.72838,2707410,5
2026-06-30,banco_de_credito,9.67316,99697,15
2026-06-30,banco_de_la_nacion_argentina,9.63,8870,23
2026-06-30,banco_economico,9.78571,418104,51
2026-06-30,banco_fie,9.73,105419,21
2026-06-30,banco_fortaleza,9.73,123435,9
2026-06-30,banco_ganadero,9.69926,1721370,826
2026-06-30,banco_mercantil_santa_cruz,9.79976,9831975,239
2026-06-30,banco_nacional_de_bolivia,9.58622,1421596,297
2026-06-30,banco_prodem,9.63,10687,21
2026-06-30,banco_pyme_de_la_comunidad,9.72987,7544,8
2026-06-30,banco_pyme_ecofuturo,9.73,730,1
2026-06-30,banco_solidario,9.73186,246272,27
2026-06-30,banco_union,9.73,676658,116
2026-07-01,banco_bisa,9.79167,1521342,59
2026-07-01,banco_de_credito,9.7777,2024915,20
2026-07-01,banco_de_la_nacion_argentina,9.66,6332,26
2026-07-01,banco_economico,9.71514,114942,34
2026-07-01,banco_fie,9.66,11564,12
2026-07-01,banco_fortaleza,9.71029,169833,3
2026-07-01,banco_ganadero,9.73206,2793562,636
2026-07-01,banco_mercantil_santa_cruz,9.7734,1250940,177
2026-07-01,banco_nacional_de_bolivia,9.56844,492923,189
2026-07-01,banco_prodem,9.56,3759,9
2026-07-01,banco_pyme_de_la_comunidad,9.76,244,3
2026-07-01,banco_pyme_ecofuturo,9.76,602,6
2026-07-01,banco_solidario,9.78693,1908015,32
2026-07-01,banco_union,9.76,96187,100
2026-07-02,banco_bisa,9.78692,14976501,70
2026-07-02,banco_de_credito,9.76759,993657,36
2026-07-02,banco_de_la_nacion_argentina,9.66,16886,26
2026-07-02,banco_economico,9.75899,211466,30
2026-07-02,banco_fie,9.66,8284,15
2026-07-02,banco_fortaleza,9.75072,96871,4
2026-07-02,banco_ganadero,9.78423,5914984,592
2026-07-02,banco_mercantil_santa_cruz,9.56,406827,360
2026-07-02,banco_nacional_de_bolivia,9.75435,2980659,2008
2026-07-02,banco_prodem,9.36,5846,13
2026-07-02,banco_pyme_de_la_comunidad,9.76,216,3
2026-07-02,banco_pyme_ecofuturo,9.36,3620,3
2026-07-02,banco_solidario,9.75562,2633673,23
2026-07-02,banco_union,9.88974,1623335,74
2026-07-03,banco_bisa,9.81408,8452401,54
2026-07-03,banco_de_credito,9.85657,1239519,36
2026-07-03,banco_de_la_nacion_argentina,9.77224,27711,24
2026-07-03,banco_economico,9.77703,1620163,36
2026-07-03,banco_fie,9.68,40169,12
2026-07-03,banco_fortaleza,9.78,16,2
2026-07-03,banco_ganadero,9.78285,5565364,551
2026-07-03,banco_mercantil_santa_cruz,9.71883,938533,193
2026-07-03,banco_nacional_de_bolivia,9.78372,2567310,1101
2026-07-03,banco_prodem,9.48,4502,8
2026-07-03,banco_pyme_de_la_comunidad,9.78,2262,3
2026-07-03,banco_pyme_ecofuturo,9.38,2640,2
2026-07-03,banco_solidario,9.76964,431373,37
2026-07-03,banco_union,9.78,209115,75
2026-07-04,banco_bisa,9.84096,2150476,51
2026-07-04,banco_de_credito,9.88188,1465788,24
2026-07-04,banco_de_la_nacion_argentina,9.7,11336,10
2026-07-04,banco_economico,9.88662,1754920,38
2026-07-04,banco_fie,9.7,761,8
2026-07-04,banco_fortaleza,9.80749,1133622,3
2026-07-04,banco_ganadero,9.81001,8446425,569
2026-07-04,banco_mercantil_santa_cruz,9.83955,3817857,150
2026-07-04,banco_nacional_de_bolivia,9.80134,2165994,1075
2026-07-04,banco_prodem,9.7,18491,7
2026-07-04,banco_pyme_de_la_comunidad,9.8,64,3
2026-07-04,banco_pyme_ecofuturo,9.4,3815,5
2026-07-04,banco_solidario,9.85361,802413,22
2026-07-04,banco_union,9.8,318733,83
2026-07-07,banco_bisa,9.88424,3646488,55
2026-07-07,banco_de_credito,9.93172,1393544,12
2026-07-07,banco_de_la_nacion_argentina,9.80084,17609,30
2026-07-07,banco_economico,9.89208,1198507,28
2026-07-07,banco_fie,9.73,15603,17
2026-07-07,banco_fortaleza,9.75648,13299,9
2026-07-07,banco_ganadero,9.71253,1696172,562
2026-07-07,banco_mercantil_santa_cruz,9.99631,2540862,212
2026-07-07,banco_nacional_de_bolivia,9.80481,153597,172
2026-07-07,banco_prodem,9.73,4406,9
2026-07-07,banco_pyme_de_la_comunidad,9.83,7049,4
2026-07-07,banco_pyme_ecofuturo,9.43,47414,3
2026-07-07,banco_solidario,9.89994,962170,34
2026-07-07,banco_union,9.83,180125,64
