timestamp,value
2026-06-29,9.83489
2026-06-30,9.85534
2026-07-01,9.85649
2026-07-02,9.88167
2026-07-03,9.89588
2026-07-04,9.92922
2026-07-07,9.98711
2026-07-08,10.06097
2026-07-09,10.20454
2026-07-10,10.33782
2026-07-13,10.49837
2026-07-14,10.60293
2026-07-15,10.79786
2026-07-16,10.85349
2026-07-17,10.85
2026-07-18,10.95042
2026-07-21,11.00266
2026-07-22,11.10408
2026-07-23,11.23
2026-07-24,11.31003
2026-07-25,11.46574
2026-07-28,11.63615
2026-07-29,11.89733
2026-07-30,11.98606
2026-07-31,12.25183
2026-08-01,12.23016
2026-08-04,12.18393
2026-08-05,12.12151
2026-08-06,11.95733
2026-08-11,11.87494
2026-08-12,11.81246
2026-08-13,11.75871
2026-08-14,11.72028
2026-08-15,11.6764
2026-08-18,11.65276
2026-08-19,11.61532
2026-08-20,11.61817
2026-08-21,11.61555
2026-08-22,11.6
2026-08-25,11.64
2026-08-26,11.67
2026-08-27,11.81
2026-08-28,11.93
2026-08-29,12.02
2026-09-01,12.22
2026-09-02,12.36
2026-09-03,12.42
2026-09-04,12.55
